Dia,nome_fundo,cnpj_do_fundo,classe_do_fundo,mercado_ativo_investido,Symbol_Ativo_Investido,PL_Investido
2023-09-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,AAPL34,8720367.818569176
2023-09-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,MSFT34,5571709.659903014
2023-09-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,SMAL11,7446879.213303352
2023-09-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Fundo,FIC-RV-IBOV,27900825.308701497
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,277220588.9423189
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,246647485.8279146
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,122608790.31762889
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,127271965.62287162
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,363487707.9453101
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,131405852.02739716
2023-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,63995860.79267251
2023-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,197279884.00556204
2023-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,170499799.89689812
2023-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,98168331.50604904
2023-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,85535524.09138376
2023-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,124159518.2653174
2023-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,86792499.05436769
2023-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,61502827.56808854
2023-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,64359866.170268975
2023-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,85790583.47089012
2023-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,26559319.504409
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,52079049.38645539
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,62444922.24950743
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,46197927.25735906
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,56877803.065952115
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,62499324.417765915
2023-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,86626786.47642106
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,35323157.892145164
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,18562481.47252673
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,11272897.723551245
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,43794044.74523467
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,40528512.05928984
2023-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,41492644.35487311
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,DIVO11,9784901.603335848
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,KNRI11,2079797.7265678335
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,MSFT34,4340982.852146703
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Tesouro Direto,TESOURO-PRE-2029,14491737.363943407
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Renda Fixa Privada,CDB-BBAS3-2026,14468126.68842988
2023-10-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Fundo,FIC-MM-MACRO,23885681.73268549
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,74868122.1265533
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,55113769.15150776
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,20305084.44219512
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,37852473.550256655
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,6922499.408201613
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,21910167.743048612
2023-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,70527591.6607177
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,37625923.13583909
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,25927112.94565177
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,17426002.865744565
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,26961664.114203516
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,12617782.1098743
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,8461312.415961292
2023-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,42603038.38050686
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,17871552.51412559
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,12433360.847531373
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,11432045.123572389
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,14288037.484230958
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,11084930.897967014
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,13150278.558495551
2023-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,42359460.534240805
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,BOVA11,13993105.569095079
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,IVVB11,18709842.665290285
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,KNRI11,7647060.571831974
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,AAPL34,9241726.057702182
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,MSFT34,5848421.940342269
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,SMAL11,7107359.45798466
2023-10-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Fundo,FIC-RV-IBOV,28657457.273983266
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,285482459.9327562
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,249160395.1915607
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,137889949.50241625
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,122564517.14976501
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,376417914.6625893
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,142487153.1779986
2023-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,57068965.50565361
2023-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,193679607.95615426
2023-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,159557279.97389516
2023-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,81905152.81830132
2023-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,99863905.67357183
2023-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,120000111.72144756
2023-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,87513748.97680837
2023-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,62350839.60740519
2023-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,65801296.27772458
2023-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,92049162.82987492
2023-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,26765196.945758205
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,52114828.71473599
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,68280211.32857256
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,49397574.11149275
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,60882849.02708506
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,64618981.265796706
2023-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,94485875.27959803
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,35329133.89849117
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,16736168.817664135
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,10221965.602389453
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,43140050.33610444
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,40516039.591910206
2023-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,42370518.363570645
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,DIVO11,11720701.607943654
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,KNRI11,2215046.062130652
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,MSFT34,4121325.5137245725
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Tesouro Direto,TESOURO-PRE-2029,15045566.729174534
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Renda Fixa Privada,CDB-BBAS3-2026,13200108.425683767
2023-11-30,AMW Prisma MM,12.345.678/0001-06,Multimercado,Fundo,FIC-MM-MACRO,25142590.92574573
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,70315902.34875482
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,50045961.22728901
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,20049704.85076472
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,34516716.22022757
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,6764923.425823224
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,19219430.07531205
2023-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,63968850.50461772
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,37408765.929449335
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,26884143.965827342
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,17687798.972039476
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,27531141.550889563
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,11991861.398966052
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,7678509.673659102
2023-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,43298254.3980861
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,17126916.80001132
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,11900528.372099767
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,10387435.385940375
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,13645474.64368129
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,11471017.163502371
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,12463751.299466914
2023-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,41120089.55456548
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,BOVA11,13634291.00153143
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,IVVB11,18559405.648936763
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,KNRI11,7115496.548987121
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,AAPL34,9393564.75672655
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,MSFT34,5100039.835284042
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,SMAL11,6935140.327597348
2023-11-30,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Fundo,FIC-RV-IBOV,27386879.41402185
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,298963407.2164285
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,258209249.22779897
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,139000440.01545504
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,138752638.6833583
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,401735328.57296807
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,146084753.134041
2023-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,57329038.770104535
2023-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,217761903.46063343
2023-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,177867023.96968988
2023-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,91294324.4176301
2023-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,106009758.6139052
2023-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,131152006.63222553
2023-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,122528924.56097472
2023-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,82916958.4035877
2023-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,87206950.3508343
2023-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,96304045.96165979
2023-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,39639470.02401547
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,60581091.45309623
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,74844040.97685416
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,55205714.784680985
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,63019936.65741174
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,70035729.88197343
2023-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,102332402.85887529
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,42331723.61277792
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,19292828.284843635
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,10749392.214222375
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,49645602.87812822
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,46221043.46822627
2023-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,50399571.10803641
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,DIVO11,13320097.556773452
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,KNRI11,2600166.148148755
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,MSFT34,4659678.605943482
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Tesouro Direto,TESOURO-PRE-2029,17095572.651323218
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Renda Fixa Privada,CDB-BBAS3-2026,14508085.085794194
2023-12-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Fundo,FIC-MM-MACRO,27643903.793711573
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,63932542.359829985
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,48652271.44111321
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,19521160.729584094
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,33330374.4831427
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,6416113.821462633
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,20180622.86246504
2023-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,59069181.3087721
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,44103288.252804644
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,30000202.88209876
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,19834635.41163104
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,30372194.376554582
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,13834463.88381497
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,8508087.077987287
2023-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,50093488.63796111
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,18420903.848055404
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,12156371.46860606
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,11765609.299966494
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,15810906.438949605
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,13064648.954977393
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,13641963.749449305
2023-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,45414774.67615283
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,BOVA11,14315560.838179285
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,IVVB11,20459058.195836578
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,KNRI11,8468539.518065155
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,AAPL34,10657746.378893416
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,MSFT34,5240592.388354272
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Bolsa,SMAL11,8118469.295402073
2023-12-31,AMW Nexus RV,12.345.678/0001-10,Renda Variável,Fundo,FIC-RV-IBOV,30371097.76475685
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,319860763.02846426
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,284125370.68183815
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,152623765.08224112
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,155239645.1966436
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,454250540.8885574
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,151508495.00794894
2024-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,67772420.98782471
2024-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,215964232.29834205
2024-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,177507252.3899617
2024-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,80428540.92078611
2024-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,103155905.26422527
2024-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,129810544.68581116
2024-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,125579837.3492496
2024-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,81308636.95438865
2024-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,86703594.0621722
2024-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,98197592.66436322
2024-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,41948746.70837682
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,55672278.3989014
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,76688596.89790124
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,55487552.10640112
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,57713119.690402925
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,68663119.04379734
2024-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,100811477.60729845
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,40696203.18935704
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,17920608.122128375
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,12008775.38413655
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,47105442.10430025
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,46291637.25584271
2024-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,49996012.15264036
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,DIVO11,13958774.670566812
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,KNRI11,2854040.9218886276
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,MSFT34,4338130.654757747
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Tesouro Direto,TESOURO-PRE-2029,17709163.709181935
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Renda Fixa Privada,CDB-BBAS3-2026,14375890.41734868
2024-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Fundo,FIC-MM-MACRO,28622477.01456239
2024-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,64035613.35157311
2024-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,53260537.86888962
2024-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,21341447.49951358
2024-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,36791807.83723963
2024-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,9900490.526754444
